AbduKa00,1998,mia,6,jax,0,0,0,0,0,21,43,0,0,1
AbduKa00,1998,mia,7,ram,0,0,0,0,0,17,59,2,12,0
AbduKa00,1998,mia,8,nwe,0,0,0,0,0,21,56,3,12,0
AbduKa00,1998,mia,9,buf,0,0,0,0,0,22,97,2,9,1
AbduKa00,1999,cle,10,pit,0,0,0,0,0,18,56,1,7,0
AbduKa00,1999,cle,11,car,0,0,0,0,0,7,11,2,2,0
AbduKa00,1999,cle,12,oti,0,0,0,0,0,15,35,1,1,0
AbduKa00,1999,cle,13,sdg,0,0,0,0,0,10,29,1,21,0
AbduKa00,1999,cle,14,cin,0,0,0,0,0,5,10,2,7,1
AbduKa00,1999,cle,15,jax,0,0,0,0,0,13,36,1,4,0
AbduKa00,1999,cle,16,clt,0,0,0,0,0,19,84,2,7,0
AbduKa00,1999,cle,1,den,0,0,0,0,0,16,60,1,7,1
AbduKa00,1999,cle,2,crd,0,0,0,0,0,9,33,3,18,0
AbduKa00,1999,cle,4,buf,0,0,0,0,0,3,2,0,0,0
AbduKa00,1999,cle,7,ram,0,0,0,0,0,6,27,2,8,0
AbduKa00,1999,cle,8,nor,0,0,0,0,0,13,39,0,0,0
AbduKa00,1999,cle,9,rav,0,0,0,0,0,9,23,1,2,0
AbduKa00,2000,clt,1,kan,0,0,0,0,0,1,-2,0,0,0
AbduRa00,1999,tam,13,min,0,0,0,0,0,0,0,1,3,0
AbduRa00,1999,tam,15,rai,0,0,0,0,0,4,12,0,0,0
AbduRa00,1999,tam,1,nyg,0,0,0,0,0,1,0,0,0,0
AbduRa00,1999,tam,8,det,0,0,0,0,0,0,0,1,8,0
AbduRa00,2000,tam,12,chi,0,0,0,0,0,2,18,0,0,0
AbduRa00,2000,tam,14,dal,0,0,0,0,0,10,38,1,11,0
AbduRa00,2000,tam,15,mia,0,0,0,0,0,4,14,0,0,0
AbduRa00,2000,tam,1,nwe,0,0,0,0,0,0,0,1,3,0
AbduRa00,2001,tam,15,nor,0,0,0,0,0,3,6,0,0,0
AbduRa00,2001,tam,17,phi,0,0,0,0,0,8,34,2,26,0
AbduRa00,2003,chi,10,det,0,0,0,0,0,2,3,1,7,0
AbduRa00,2003,chi,11,ram,0,0,0,0,0,1,1,0,0,0
AbduRa00,2003,chi,13,crd,0,0,0,0,0,1,0,0,0,0
AbduRa00,2003,chi,14,gnb,0,0,0,0,0,2,3,1,5,0
AbduRa00,2003,chi,15,min,0,0,0,0,0,1,3,0,0,0
AbduRa00,2003,chi,17,kan,0,0,0,0,0,2,8,2,19,0
AbduRa00,2003,chi,2,min,0,0,0,0,0,1,2,2,10,0
AbduRa00,2003,chi,4,gnb,0,0,0,0,0,1,-4,2,14,0
AbduRa00,2003,chi,5,rai,0,0,0,0,0,2,8,0,0,0
AbduRa00,2003,chi,7,sea,0,0,0,0,0,3,4,0,0,0
AbduRa00,2003,chi,8,det,0,0,0,0,0,1,6,0,0,0
AbduRa00,2003,chi,9,sdg,0,0,0,0,0,1,3,0,0,0
AbduRa00,2004,nwe,10,buf,0,0,0,0,0,4,-5,0,0,0
AbduRa00,2004,nwe,16,nyj,0,0,0,0,0,1,5,0,0,0
AbduRa00,2004,nwe,17,sfo,0,0,0,0,0,2,5,0,0,0
AbduRa00,2004,nwe,2,crd,0,0,0,0,0,1,4,0,0,0
AbduRa00,2004,nwe,5,mia,0,0,0,0,0,5,4,0,0,1
AbduRa00,2004,nwe,6,sea,0,0,0,0,0,0,0,1,9,0
AdamCh00,2005,den,10,rai,0,0,0,0,0,2,5,0,0,0
AdamCh00,2005,den,11,nyj,0,0,0,0,0,1,3,2,21,0
AdamCh00,2005,den,12,dal,0,0,0,0,0,0,0,1,7,0
AdamCh00,2005,den,13,kan,0,0,0,0,0,0,0,0,0,0
AdamCh00,2005,den,14,rav,0,0,0,0,0,0,0,3,35,0
AdamCh00,2005,den,15,buf,0,0,0,0,0,0,0,0,0,0
AdamCh00,2005,den,16,rai,0,0,0,0,0,1,-7,0,0,0
AdamCh00,2005,den,17,sdg,0,0,0,0,0,0,0,2,6,0
AdamCh00,2005,den,1,mia,0,0,0,0,0,0,0,2,35,0
AdamCh00,2005,den,2,sdg,0,0,0,0,0,0,0,3,31,0
AdamCh00,2005,den,3,kan,0,0,0,0,0,0,0,2,23,0
AdamCh00,2005,den,4,jax,0,0,0,0,0,1,13,1,9,0
AdamCh00,2005,den,5,was,0,0,0,0,0,0,0,2,11,0
AdamCh00,2005,den,6,nwe,0,0,0,0,0,0,0,0,0,0
AdamCh00,2005,den,7,nyg,0,0,0,0,0,0,0,0,0,0
AdamCh00,2005,den,8,phi,0,0,0,0,0,0,0,3,25,0
AdamMi00,1997,pit,5,oti,0,0,0,0,0,0,0,1,39,0
AddaJo00,2006,clt,10,buf,0,0,0,0,0,13,78,7,46,1
AddaJo00,2006,clt,11,dal,0,0,0,0,0,13,50,1,7,0
